target,elemID,permission,layout_width,layout_height,textColor,text,textSize,src_image_text,background_image_text
1,notEnoughCristalsLayout,WAKE_LOCK,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
1,notEnoughCristalsLayout,ACCESS_NETWORK_STATE,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
1,notEnoughCristalsLayout,WAKE_LOCK,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
1,notEnoughCristalsLayout,READ_PHONE_STATE,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
1,notEnoughCristalsLayout,INTERNET,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,,
1,notEnoughMobDollsLayout,VIBRATE,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
1,notEnoughMobDollsLayout,BROADCAST_STICKY,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
1,notEnoughMobDollsLayout,ACCESS_FINE_LOCATION,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
1,notEnoughMobDollsLayout,WAKE_LOCK,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
1,notEnoughMobDollsLayout,ACCESS_NETWORK_STATE,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
1,notEnoughMobDollsLayout,WAKE_LOCK,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
1,notEnoughMobDollsLayout,READ_PHONE_STATE,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
1,notEnoughMobDollsLayout,INTERNET,wrap_content,wrap_content,#ffffffff,@string/shop_buy_popup_buy_more_button,19.0dip,M,
1,download,GET_ACCOUNTS,185.0dip,wrap_content,,Download,,,
